LOC,YEAR,YearCode,Harvest,ENT,Entry,Row,Range,Block,Serpentine,treatment,Alfalfa_WinterSurvival,Alfalfa_SpringStandCount,Alfalfa_SpringVigor,Alfalfa_SpringMaturity,SpringDiseaseIncidence,SpringDiseaseSeverity,Alfalfa_SpringHeight,IWG_SpringHeight,Alfalfa_SummerMaturity,Alfalfa_SummerStandCount,Alfalfa_SummerHeight,IWG_SummerHeight,Lodging,SummerDiseaseIncidence,SummerDiseaseSeverity,Alfalfa_Summer_Biomass(g),Weed_SummerBiomass(g),IWG_SummerBiomass(g),Grain_SummerBiomass(g) ,Grain_SummerThreshed(g),SummerPostHarvestStandCount,SummerPostHarvestVigor,Alfalfa_FallStandCount,IWG_FallStandCount,Alfalfa_FallMaturity,Alfalfa_FallHeight,IWG_FallHeight,Alfalfa_FallBiomass(g),Weed_FallBiomass(g),IWG_FallBiomass(g)
NY_MG2,2025,B,Fall,10,AVC6,21,2,2,82,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,51.6666667,25,65.15,2.05,
NY_MG2,2025,B,Fall,16,AVC11,21,3,3,83,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,46.6666667,25,66.15,0.45,
NY_MG2,2025,B,Fall,13,AVC3,21,4,4,84,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,39.3333333,21.3333333,59.85,1.25,
NY_MG2,2025,B,Fall,7,IWAF-L-WI1,22,4,4,85,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,38.3333333,15.3333333,83.75,3.45,
NY_MG2,2025,B,Fall,20,Larry15,22,3,3,86,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,6,34.6666667,20.3333333,53.95,0.05,
NY_MG2,2025,B,Fall,13,AVC3,22,2,2,87,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,54.3333333,21.3333333,77.25,0,
NY_MG2,2025,B,Fall,15,AVC4,22,1,1,88,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,60.6666667,18,103.75,1.15,
NY_MG2,2025,B,Fall,2,IWAF-H-Base,23,1,1,89,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,52,19.3333333,72.45,0,
NY_MG2,2025,B,Fall,3,IWAF-L-KS1,23,2,2,90,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,58.3333333,21.6666667,72.75,0.15,
NY_MG2,2025,B,Fall,15,AVC4,23,3,3,91,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,52.3333333,22.3333333,67.15,3.45,
NY_MG2,2025,B,Fall,10,AVC6,23,4,4,92,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,40,23.3333333,50.95,9.25,
NY_MG2,2025,B,Fall,18,AVC14,24,4,4,93,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,35.3333333,17.6666667,67.55,0,
NY_MG2,2025,B,Fall,17,AVC5,24,3,3,94,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,47.6666667,20.3333333,81.35,0,
NY_MG2,2025,B,Fall,28,NY19-45,24,2,2,95,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,45.6666667,21.6666667,45.35,0,
NY_MG2,2025,B,Fall,21,IAFAL-C3,24,1,1,96,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,2,20.6666667,17.3333333,46.15,0,
NY_MG2,2025,B,Fall,19,INTALF20,25,1,1,97,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,54,24.3333333,118.15,0,
NY_MG2,2025,B,Fall,18,AVC14,25,2,2,98,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,52.3333333,20.6666667,94.75,0.45,
NY_MG2,2025,B,Fall,6,IWAF-H-MN1,25,3,3,99,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,49.6666667,24.6666667,97.15,1.35,42.45
NY_MG2,2025,B,Fall,17,AVC5,25,4,4,100,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,35.6666667,19.3333333,67.95,0.75,
NY_MG2,2025,B,Fall,26,UMN #5560,26,4,4,101,monoculture,,,,,,,,,,,,,,,,,,,,,,,,,6,57.6666667,49.3333333,64.45,7.15,
NY_MG2,2025,B,Fall,22,UMN #4352,26,3,3,102,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,52.6666667,22.6666667,117.55,0.75,
NY_MG2,2025,B,Fall,15,AVC4,26,2,2,103,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,57,19.6666667,124.35,1.15,
NY_MG2,2025,B,Fall,3,IWAF-L-KS1,26,1,1,104,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,68.3333333,22,148.35,0.45,
NY_MG2,2025,B,Fall,13,AVC3,27,1,1,105,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,6,65,24.6666667,118.35,0,
NY_MG2,2025,B,Fall,1,IWAF-L-Base,27,2,2,106,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,52.6666667,24.6666667,60.25,2.05,
NY_MG2,2025,B,Fall,11,AVC2,27,3,3,107,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,52.6666667,26,62.65,0.75,
NY_MG2,2025,B,Fall,16,AVC11,27,4,4,108,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,2,27.3333333,20,44.35,2.55,29.15
NY_MG2,2025,B,Fall,28,NY19-45,28,4,4,109,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,30.6666667,14.6666667,30.25,1.35,5.75
NY_MG2,2025,B,Fall,24,UMN #5553,28,3,3,110,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,44.6666667,23,75.55,1.05,
NY_MG2,2025,B,Fall,16,AVC11,28,2,2,111,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,42,19.6666667,78.25,0.75,
NY_MG2,2025,B,Fall,20,Larry15,28,1,1,112,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,43.6666667,20.6666667,150.65,6.15,
NY_MG2,2025,B,Fall,11,AVC2,29,1,1,113,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,64,27,150.55,0.55,
NY_MG2,2025,B,Fall,20,Larry15,29,2,2,114,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,28,20.6666667,110.05,0.15,
NY_MG2,2025,B,Fall,6,IWAF-H-MN1,29,3,3,115,monoculture,,,,,,,,,,,,,,,,,,,,,,,,,5,53,44,89.35,0.85,
NY_MG2,2025,B,Fall,12,AVC7,29,4,4,116,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,35,19.3333333,32.45,1.75,
NY_MG2,2025,B,Fall,11,AVC2,30,4,4,117,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,40.6666667,13.3333333,71.95,6.45,
NY_MG2,2025,B,Fall,29,NY1713,30,3,3,118,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,47.6666667,23.6666667,96.85,1.65,
NY_MG2,2025,B,Fall,21,IAFAL-C3,30,2,2,119,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,2,22,15.3333333,47.75,0,13.95
NY_MG2,2025,B,Fall,12,AVC7,30,1,1,120,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,64,24,100.95,0,
NY_MG2,2025,B,Fall,5,IWAF-L-MN1,31,1,1,121,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,61.3333333,27.6666667,143.25,0.45,
NY_MG2,2025,B,Fall,7,IWAF-L-WI1,31,2,2,122,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,44.6666667,22.6666667,90.35,1.35,
NY_MG2,2025,B,Fall,14,AVC9,31,3,3,123,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,52.3333333,28,100.95,0.85,
NY_MG2,2025,B,Fall,23,UMN #4353,31,4,4,124,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,43.6666667,21,49.55,0.55,
NY_MG2,2025,B,Fall,25,UMN #5555,32,4,4,125,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,40,17.3333333,37.25,0.35,
NY_MG2,2025,B,Fall,1,IWAF-L-Base,32,3,3,126,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,6,52.6666667,20.6666667,111.35,0.25,
NY_MG2,2025,B,Fall,12,AVC7,32,2,2,127,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,56,20.3333333,82.85,0.45,
NY_MG2,2025,B,Fall,10,AVC6,32,1,1,128,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,60,20,101.05,0,
NY_MG2,2026,C,Spring,7,IWAF-L-WI1,1,1,1,1,monoculture,1.6,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,11,AVC2,1,2,2,2,intercrop,1.2,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,13,AVC3,1,3,3,3,intercrop,2.2,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,29,NY1713,1,4,4,4,intercrop,1.8,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,19,INTALF20,2,4,4,5,intercrop,2.4,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,26,UMN #5560,2,3,3,6,intercrop,2.2,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,5,IWAF-L-MN1,2,2,2,7,intercrop,1.6,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,18,AVC14,2,1,1,8,intercrop,2.2,95,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,6,IWAF-H-MN1,3,1,1,9,intercrop,1.4,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,26,UMN #5560,3,2,2,10,monoculture,3,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,27,UMN #5561,3,3,3,11,intercrop,1.8,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,21,IAFAL-C3,3,4,4,12,intercrop,1.6,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,22,UMN #4352,4,4,4,13,intercrop,1.8,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,7,IWAF-L-WI1,4,3,3,14,monoculture,2.6,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,29,NY1713,4,2,2,15,intercrop,2.2,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,9,AVC1,4,1,1,16,intercrop,1.4,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,16,AVC11,5,1,1,17,intercrop,1.4,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,27,UMN #5561,5,2,2,18,intercrop,1.8,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,8,IWAF-H-WI1,5,3,3,19,intercrop,2.6,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,24,UMN #5553,5,4,4,20,intercrop,1.6,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,6,IWAF-H-MN1,6,4,4,21,intercrop,1.8,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,28,NY19-45,6,3,3,22,intercrop,3.2,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,9,AVC1,6,2,2,23,intercrop,2,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,6,IWAF-H-MN1,6,1,1,24,monoculture,2,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,17,AVC5,7,1,1,25,intercrop,2.2,95,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,27,UMN #5561,7,2,2,26,monoculture,2.8,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,10,AVC6,7,3,3,27,intercrop,2.4,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,27,UMN #5561,7,4,4,28,intercrop,2.8,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,8,IWAF-H-WI1,8,4,4,29,intercrop,2.6,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,21,IAFAL-C3,8,3,3,30,intercrop,2.8,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,5,IWAF-L-MN1,8,2,2,31,monoculture,2.8,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,26,UMN #5560,8,1,1,32,intercrop,2,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,28,NY19-45,9,1,1,33,intercrop,2.2,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,23,UMN #4353,9,2,2,34,intercrop,2,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,2,IWAF-H-Base,9,3,3,35,intercrop,3,95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,5,IWAF-L-MN1,9,4,4,36,monoculture,3,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,1,IWAF-L-Base,10,4,4,37,intercrop,2.4,95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,5,IWAF-L-MN1,10,3,3,38,intercrop,2.4,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,24,UMN #5553,10,2,2,39,intercrop,2.4,80,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,14,AVC9,10,1,1,40,intercrop,1.8,95,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,29,NY1713,11,1,1,41,intercrop,2.2,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,6,IWAF-H-MN1,11,2,2,42,intercrop,2.4,95,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,25,UMN #5555,11,3,3,43,intercrop,2.4,75,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,9,AVC1,11,4,4,44,intercrop,3,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,3,IWAF-L-KS1,12,4,4,45,intercrop,2.2,95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,23,UMN #4353,12,3,3,46,intercrop,2,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,25,UMN #5555,12,2,2,47,intercrop,2.6,95,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,3,IWAF-L-KS1,12,1,1,48,monoculture,3,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,24,UMN #5553,13,1,1,49,intercrop,1.6,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,22,UMN #4352,13,2,2,50,intercrop,1.8,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,3,IWAF-L-KS1,13,3,3,51,monoculture,3.4,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,26,UMN #5560,13,4,4,52,intercrop,2.6,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,5,IWAF-L-MN1,14,4,4,53,intercrop,2.6,95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,19,INTALF20,14,3,3,54,intercrop,2.8,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,2,IWAF-H-Base,14,2,2,55,intercrop,2,95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,1,IWAF-L-Base,14,1,1,56,intercrop,2,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,20,Larry15,15,1,1,57,monoculture,2,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,19,INTALF20,15,2,2,58,intercrop,2.4,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,9,AVC1,15,3,3,59,intercrop,2.2,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,27,UMN #5561,15,4,4,60,monoculture,2.6,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,8,IWAF-H-WI1,16,4,4,61,monoculture,3,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,3,IWAF-L-KS1,16,3,3,62,intercrop,1.8,90,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,17,AVC5,16,2,2,63,intercrop,1.6,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,8,IWAF-H-WI1,16,1,1,64,intercrop,1.8,95,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,25,UMN #5555,17,1,1,65,intercrop,1.8,95,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,8,IWAF-H-WI1,17,2,2,66,intercrop,2.4,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,18,AVC14,17,3,3,67,intercrop,3,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,20,Larry15,17,4,4,68,intercrop,2.8,95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,14,AVC9,18,4,4,69,intercrop,2.4,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,12,AVC7,18,3,3,70,intercrop,2.2,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,14,AVC9,18,2,2,71,intercrop,2.4,95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,27,UMN #5561,18,1,1,72,intercrop,2.6,95,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,22,UMN #4352,19,1,1,73,intercrop,1.4,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,26,UMN #5560,19,2,2,74,intercrop,2,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,7,IWAF-L-WI1,19,3,3,75,intercrop,2.6,95,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,2,IWAF-H-Base,19,4,4,76,intercrop,2.6,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,15,AVC4,20,4,4,77,intercrop,3.2,85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,20,Larry15,20,3,3,78,monoculture,2.8,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,8,IWAF-H-WI1,20,2,2,79,monoculture,2.8,80,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,23,UMN #4353,20,1,1,80,intercrop,2,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,7,IWAF-L-WI1,21,1,1,81,intercrop,1.8,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,10,AVC6,21,2,2,82,intercrop,3.4,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,16,AVC11,21,3,3,83,intercrop,2.2,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,13,AVC3,21,4,4,84,intercrop,2.6,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,7,IWAF-L-WI1,22,4,4,85,intercrop,2.2,95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,20,Larry15,22,3,3,86,intercrop,1.8,95,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,13,AVC3,22,2,2,87,intercrop,2.6,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,15,AVC4,22,1,1,88,intercrop,2,95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,2,IWAF-H-Base,23,1,1,89,intercrop,1.6,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,3,IWAF-L-KS1,23,2,2,90,intercrop,2.4,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,15,AVC4,23,3,3,91,intercrop,2.8,80,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,10,AVC6,23,4,4,92,intercrop,3.6,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,18,AVC14,24,4,4,93,intercrop,2,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,17,AVC5,24,3,3,94,intercrop,2,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,28,NY19-45,24,2,2,95,intercrop,2.8,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,21,IAFAL-C3,24,1,1,96,intercrop,2.4,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,19,INTALF20,25,1,1,97,intercrop,1.8,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,18,AVC14,25,2,2,98,intercrop,2.4,95,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,6,IWAF-H-MN1,25,3,3,99,intercrop,2.6,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,17,AVC5,25,4,4,100,intercrop,2.6,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,26,UMN #5560,26,4,4,101,monoculture,2.4,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,22,UMN #4352,26,3,3,102,intercrop,2.6,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,15,AVC4,26,2,2,103,intercrop,2.2,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,3,IWAF-L-KS1,26,1,1,104,intercrop,3,95,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,13,AVC3,27,1,1,105,intercrop,2.6,95,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,1,IWAF-L-Base,27,2,2,106,intercrop,2.6,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,11,AVC2,27,3,3,107,intercrop,2.2,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,16,AVC11,27,4,4,108,intercrop,2.6,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,28,NY19-45,28,4,4,109,intercrop,1.8,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,24,UMN #5553,28,3,3,110,intercrop,2.4,95,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,16,AVC11,28,2,2,111,intercrop,2.2,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,20,Larry15,28,1,1,112,intercrop,2.2,90,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,11,AVC2,29,1,1,113,intercrop,2,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,20,Larry15,29,2,2,114,intercrop,2,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,6,IWAF-H-MN1,29,3,3,115,monoculture,2.4,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,12,AVC7,29,4,4,116,intercrop,2.4,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,11,AVC2,30,4,4,117,intercrop,1.8,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,29,NY1713,30,3,3,118,intercrop,2.2,95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,21,IAFAL-C3,30,2,2,119,intercrop,2.4,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,12,AVC7,30,1,1,120,intercrop,1.8,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,5,IWAF-L-MN1,31,1,1,121,intercrop,1.8,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,7,IWAF-L-WI1,31,2,2,122,intercrop,1.8,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,14,AVC9,31,3,3,123,intercrop,2.2,95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,23,UMN #4353,31,4,4,124,intercrop,2.2,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,25,UMN #5555,32,4,4,125,intercrop,2.4,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,1,IWAF-L-Base,32,3,3,126,intercrop,3.2,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,12,AVC7,32,2,2,127,intercrop,2.4,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY_MG2,2026,C,Spring,10,AVC6,32,1,1,128,intercrop,3,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,